rank,id,name,blurb,types
1995,149177,Claudia Schiffer,German model and creative director of her own clothing label,"Person,Business Person,Media Personality"
1995,149178,Shoko Asahara,Leader of religious group Aum Shinrikyo; convicted in 1995 sarin gas attack,Person
1995,35077,Jeffrey Katzenberg,DreamWorks CEO and major Democratic donor,"Person,Business Person"
1995,14991,David Geffen,Hollywood's Dreamworks SKG,"Person,Business Person"
1995,149179,Nicholas William Leeson,Derivatives broker caused spectacular collapse of Barings Bank,"Person,Business Person"
1995,149180,Robert Leslie Shapiro,Defense Attorney,"Person,Lawyer"
1995,149181,Johnnie L Cochran Jr,Defense attorney,"Person,Lawyer"
1995,37212,Rush Limbaugh,Conservative talk show host,"Person,Media Personality"
1994,149206,William Shatner,Actor,Person
1994,149207,Patrick Stewart,Actor,"Person,Media Personality"
1994,149208,Susan Vaughan Smith,American woman who was sentenced to life in prison for murdering her children,Person
1994,109030,Bill T Jones,Choreography and Dance,"Person,Media Personality"
1994,34017,Jimmy Carter,39th President of the United States,"Person,Political Candidate,Elected Representative"
1994,149209,Robert Sandifer,Chicago gang member murdered in 1994,Person
1994,149210,Vladimir Zhinovsky,Leader of the Russian Liberal Democratic Party (LDPR),Person
1994,149211,Kim I I Sung,"Leader of the Democratic People's Republic of Korea, commonly referred to as North Korea, from its establishment in 1948 until his death in 1994","Person,Public Official"
1994,84058,Dwight D Eisenhower,"Five-star general commanded Allied Forces in Europe in World War II. Elected in 1952, Eisenhower served two terms as the 34th U.S. president.","Person,Political Candidate,Business Person,Public Official"
1994,33362,Richard M. Nixon,37th US president,"Person,Public Official,Lawyer"
1994,85097,George Stephanopoulos,ABC News reader; senior adviser to president Clinton,"Person,Public Official"
1994,149212,Aldrich Ames,"Former CIA counterintelligence officer and analyst, who in 1994 was convicted of spying for the Soviet Union and Russia.","Person,Public Official"
1994,149213,Louis Farrakhan,Leader of the Nation of Islam,Person
1994,149214,Nancy Kerrigan,American figure skater,"Person,Media Personality"
1994,149215,Tonya Harding,American figure skater,"Person,Media Personality"
1994,149216,F W De Klerk,Seventh and last State President of apartheid-era South Africa,"Person,Public Official"
1993,1053,Robert J Eaton,,"Person,Business Person"
1993,149218,Alex Trotman,"CEO, Ford Motor Company (1993-1998)","Person,Business Person"
1993,1420,John F Smith Jr,CEO of General Motors (1992-2000),"Person,Business Person"
1993,149219,Howard Stern,"Longtime radio ""shock jock""","Person,Media Personality"
1993,149220,Eddie Vedder,"Musician, Pearl Jam guitarist and vocalist","Person,Media Personality"
1993,149221,Michael J Durant,"US Army pilot held captive in Mogadishu, Somalia in 1993",Person
1993,69882,David Letterman,Talk Show Host,"Person,Media Personality"
1993,96477,Janet Reno,US Attorney General 1993-2001,"Person,Public Official,Lawyer"
1993,149222,Jack Kevorkian,MD supported assisted suicide,Person
1993,149223,David Koresh,Leader of the Branch Davidians religious sect,Person
1993,149224,Omar Abdel-Rahman,"""The Blind Sheikh""",Person
1993,3457,Zoe Baird,"President, Markle Foundation; Co-chair, Markle Initiative for America’s Economic Future in a Networked World; Co-chair, Markle Task Force on National Security in the Information Age; Member, Markle Co","Person,Business Person,Academic,Public Official,Lawyer"
1993,149225,Rita Collins,Victim of spousal abuse,Person
1992,33277,George H W Bush,41st US president; DCI 1976-77,"Person,Political Candidate,Elected Representative,Business Person,Public Official"
1992,15022,Ross Perot,American Billionaire and Former Political Candidate,"Person,Business Person,Political Candidate"
1992,70847,Candice Bergen,Actress,"Person,Media Personality"
1992,149226,Woody Allen,"Comedian, Actor, Film maker","Person,Media Personality"
1992,149227,Kim Zmeskal,American gymnast,"Person,Media Personality"
1992,76259,Sam Walton,"Founder of Wal Mart, died in 1992 at the age of 74","Person,Business Person"
1992,149228,Roger Keith Coleman,Convicted of murder and executed in West Virginia,Person
1992,149229,Garth Brooks,Country music performer,"Person,Media Personality"
1992,14498,Paul Efthemios Tsongas,US Representative and Senator from Massachusetts,"Person,Elected Representative,Political Candidate"
1992,95827,Gloria Steinem,Long time women's activist,"Person,Media Personality"
1992,149230,Susan Faludi,"American humanist, journalist and author","Person,Media Personality"
1992,15176,Ted Turner,Founder of Turner Broadcasting,"Person,Business Person"
1991,133818,Mikhail Gorbachev,,Person
1991,149231,Terry A Anderson,Journalist taken hostage by Shiite Hezbollah militants and held for 6 years,"Person,Political Candidate,Media Personality"
1991,44229,Oliver North,Reagan administration official,"Person,Political Candidate,Public Official"
1991,36985,Clarence Thomas,Supreme Court Justice,"Person,Public Official"
1991,149232,Anita Hill,,"Person,Academic,Lawyer"
1991,95455,Alicia C Foster,Alicia C Foster performs under the name Jodie Foster,"Person,Media Personality"
1991,149233,John Patrick McCarthy,British journalist held hostage in Lebanon,Person
1991,149234,Susan Sarandon,Actress,"Person,Media Personality"
1991,88099,Geena Davis,"Actor and Founder, The Geena Davis Institute on Gender and Media",Person
1991,149235,Marissa Ayala,Woman conceived to provide bone marrow for her sister,Person
1991,149236,Katie Koestner,Executive Director of Campus Outreach Services,Person
1991,69431,Nancy Reagan,"Former First Lady, wife of Ronald Reagan","Person,Media Personality"
1991,149237,Thomas Jenkins,One of the first American soldiers killed in Desert Storm,Person
1990,43818,Margaret Thatcher,Former British prime minister,"Person,Elected Representative"
1990,71164,Wynton Marsalis,"Artistic Director, Jazz at Lincoln Center",Person
1990,149238,David Keith Lynch,Film director,Person
1990,149239,Fahd bin Abdulaziz Al Saud,King of Saudi Arabia (1982 - 2005),Person
1990,33853,David Hackett Souter,Associate Justice of the Supreme Court of the United States,"Person,Public Official,Lawyer"
1990,149240,Helmut Kohl,Chancellor of Germany (1982 to 1998) of West Germany (1982–90) and of the reunited Germany (1990–98),"Person,Public Official"
1990,50888,Scott F Turow,"Novelist - Partner at Sonnenschein, Nath, Rosenthal","Person,Lawyer,Media Personality"
1990,33279,John H Sununu,Chief of Staff to George H W Bush and former governor of NH,"Person,Political Candidate,Business Person,Public Official"
1990,149241,Andrei Sakharov,"Russian nuclear physicist, anti-Soviet dissident and human rights activist",Person
1990,14382,Dan Quayle,Former Vice President of the United States,"Person,Elected Representative,Political Candidate,Business Person,Lawyer"
1990,149242,Pete Busalacchi,Sued for right to remove his daughter from life support,Person
1990,15156,Michael Milken,"Resurrected junk-bond ex con, who has attempted to reinvent his image with philanthropic activism","Person,Business Person"
1990,149243,Joe Foss,1943 recipient of the Congressional Medal of Honor,Person
1990,149244,Charles Stuart,Notorious Boston murderer,Person
1989,149251,Arsenio Hall,TV talk show host,"Person,Media Personality"
1989,149252,Joseph J Cicippio,Hostage in Lebanon,Person
1989,149254,Joseph Hazelwood,Captain of the Exxon Valdez during 1989 oil spill,"Person,Business Person"
1989,75854,Diane Sawyer,Broadcast Journalist,"Person,Media Personality"
1989,149256,Pete Rose,Former professional baseball player and manager,"Person,Media Personality"
1989,149257,Kevin Costner,"Actor, film maker","Person,Media Personality"
1989,149258,Eduard Shevardnadze,"First Secretary of the Georgian Communist Party (GPC, the de facto leader of Soviet Georgia), from 1972 to 1985, and as the President of independent Georgia (or in equivalent posts) from 1992 to 2003",Person
1989,76731,John Tower,Former Republican Senator from Texas,"Person,Political Candidate,Elected Representative"
1989,33334,James Addison Baker III,Chief of Staff and Treasury Secretary under Reagan; Secretary of State under Bush I,"Person,Political Candidate,Public Official,Business Person"
1989,33845,Barbara Bush,Former First Lady and mother of George W Bush,Person
1989,15108,Donald Trump,45th President of the United States,"Person,Business Person,Political Candidate"
1989,149259,Willem Dafoe,Actor,"Person,Media Personality"
1989,149260,Gene Hackman,Actor,"Person,Media Personality"
1988,149261,Frederick Ross Johnson,CEO of RJR Nabisco during 1980s takeover battles,"Person,Business Person"
1988,149262,Enrique Camarena,DEA agent,Person
1988,24611,John R Sasso,,"Person,Lobbyist"
1988,149265,Jackie Joyner-Kersee,American track athlete,"Person,Media Personality"
1988,18539,Lloyd M Bentsen,US Representative and Senator from Texas; Clinton's first Treasury Secretary,"Person,Lobbyist,Political Candidate,Elected Representative,Public Official,Lawyer,Business Person"
1988,149266,Edward James Olmos,"Actor, activist","Person,Media Personality"
1988,149268,Mike Tyson,"Boxer, former world heavyweight champion","Person,Media Personality"
1988,149269,Raisa Gorbachev,Wife of Soviet leader Mikhail Gorbachev.,Person
1988,34143,Michael Stanley Dukakis,Former Governor of Massachusetts,"Person,Political Candidate,Elected Representative"
1988,35446,Michael D Eisner,CEO of The Walt Disney Company from 1984 until 2005; Chairman 1984 until 2004,"Person,Business Person"
1988,42512,"Rev Jesse Jackson, Sr",,"Person,Political Candidate"
1988,105711,Manuel Antonio Noriega,Dictator of Panama,"Person,Public Official"
1988,149271,Debra Janine Thomas,American figure skater and physician,"Person,Media Personality"
1988,71456,Dan Rather,HDNet,Person
1988,149272,Joe Clark,Exemplary high school principal,Person
1988,104933,Andrew Lloyd Webber,writer / owner of Andrew Lloyd Webber Collection,Person
1987,14419,Gary Warren Hart,US Senator from Colorado,"Person,Elected Representative,Political Candidate"
1987,149276,Shirley Maclaine,Actress,"Person,Media Personality"
1987,46254,Michael Douglas,"Actor, producer","Person,Media Personality"
1987,149277,Glenn Close,Actress,Person
1987,110129,Robert H Bork,Former solicitor general and failed Supreme Court nominee,"Person,Public Official,Lawyer"
1987,110475,Steve Martin,Comedian,"Person,Media Personality"
1987,149278,Ruhollah Khomeini,Iran religious leader known in the west as Ayatollah Khomeini,Person
1987,149279,Chun Doo-hwan,Army general who served as the leader and dictator of South Korea (1979-1988),Person
1987,149280,Donna Rice,"CEO of Enough Is Enough (EIE), an anti pornography organization",Person
1987,149281,Jimmy Swaggart,Pentecostal pastor and televangelist,Person
1987,149282,Tammy Faye Bakker,"Christian singer, evangelist, talk show host, and television personality.",Person
1987,149283,Jim Bakker,"Televangelist, and convicted felon","Person,Media Personality"
1987,33533,Frank Charles Carlucci,Defense Secretary under Reagan; former chairman of The Carlyle Group,"Person,Business Person,Public Official"
1987,37799,William H Webster,Former CIA director under Reagan & Bush; former FBI director,"Person,Public Official,Lawyer"
1987,14456,Howard Henry Baker Jr,"Senior Counsel, Baker, Donelson, Bearman, Caldwell & Berkowitz PC; former US Senator from Tennessee","Person,Elected Representative,Political Candidate,Lobbyist"
1987,149285,Dennis Conner,"American yachtsman, known as ""Mr. America's Cup""","Person,Media Personality"
1987,149286,Oliver Stone,Film director,"Person,Media Personality"
1987,98589,Adnan Khashoggi,Saudi arms dealer,"Person,Business Person"
1987,149291,Corazon Aquino,"11th President of the Philippines, (1986-1992)",Person
1986,149292,Neil Simon,Comic playwright and screenwriter,"Person,Media Personality"
1986,49481,Ivan Boesky,"Associate of Michael Milken, convicted felon for securities fraud","Person,Business Person"
1986,149293,David Byrne,"Musician, member of Talking Heads","Person,Media Personality"
1986,149294,John J. Gotti,Organized crime figure,Person
1986,79132,Laurence Alan Tisch,CEO and chairman of the board of CBS Inc. from 1986-95,"Person,Business Person"
1986,51588,Derek C Bok,Law professor & former presdient at Harvard University,"Person,Academic"
1986,7693,Ralph Lauren,Fashion designer and executive,"Person,Business Person"
1986,149295,Andrew Wyeth,"Artist, painter","Person,Media Personality"
1986,38339,Sigourney Weaver,,Person
1986,116942,Chief Justice William Rehnquist,U.S. Supreme Court Justice,Person
1986,34277,Mario Cuomo,Former Governor of New York,"Person,Political Candidate,Elected Representative,Lawyer"
1986,149296,Molly Ringwald,Actress,"Person,Media Personality"
1986,149297,Vladimir Samoylovich Horowitz,Russian-born American classical pianist and composer,Person
1986,149298,Dwight Gooden,"Former major league baseball player, pitcher","Person,Media Personality"
1986,149299,Daniel Ortega,President of Nicaragua since 2007; previously he was leader of Nicaragua from 1979 to 1990,Person
1986,149300,Salvador Laurel,"Doy Laurel, was Vice-President of the Philippines from 1986 to 1992 under Corazon Aquino, and briefly Aquino's only Prime Minister from February 25–March 25, 1986",Person
1986,149301,Michael Deaver,Reagan White House Deputy Chief of Staff under James Baker III and Donald Regan from January 1981 until May 1985,"Person,Business Person"
1986,109279,Pat Robertson,,Person
1986,108634,Ferdinand Marcos,President of the Philippines,"Person,Political Candidate,Elected Representative,Public Official"
1986,97414,Walter Payton,,Person
1986,149302,William Perry,"""The Refrigerator"" - former NFL player","Person,Media Personality"
1986,149303,Donald C Burr,"Founder, People's Express airline","Person,Business Person"
1985,89041,Garrison Keillor,"Writer and radio personality, created Prairie Home Companion","Person,Media Personality"
1985,76495,Hosni Mubarak,President of Egypt,"Person,Elected Representative,Public Official"
1985,149304,Don Johnson,"Actor, star of ""Miami Vice""","Person,Media Personality"
1985,149305,Philip Michael Thomas,"Actor, star of ""Miami Vice""",Person
1985,81588,Jerry Falwell,Organized the Moral Majority in 1979,"Person,Media Personality"
1985,149306,Madonna Louise Ciccone,"Singer, entertainer","Person,Media Personality"
1985,149307,Bernhard Goetz,NYC man known for shooting four young black men when they allegedly tried to mug him,"Person,Media Personality"
1985,149308,Lee Iacocca,Auto exec; Chrysler CEO,"Person,Business Person"
1985,149309,Wayne Gretzky,Professional hockey player,"Person,Media Personality"
1985,15095,T Boone Pickens,"Oil man, Chairman and CEO BP Capital, life long republican, large donor to swift boat veterans for truth, now an environmental activist","Person,Business Person"
1985,75731,Donald T Regan,former CEO of Merrill Lynch,Person
1985,2296,Peter V Ueberroth,"Chairman of the Contrarian Group, Inc","Person,Business Person"
1984,149310,David Lean,Film director,Person
1984,149311,William DeVries,Surgeon who performed first artificial heart transplant,Person
1984,105612,Indira Gandhi,Prime Minister of India,"Person,Political Candidate,Elected Representative"
1984,31009,Walter F Mondale,Vice President under Jimmy Carter,"Person,Political Candidate,Elected Representative"
1984,14467,Geraldine Anne Ferraro,US Representative from New York,"Person,Elected Representative,Political Candidate,Lobbyist,Public Official,Lawyer"
1984,149312,Andrei Andreyevich Gromyko,Soviet statesman of the Cold War serving as Minister of Foreign Affairs (1957–1985),Person
1984,7643,Brian Mulroney,Former Conservative prime minister of Canada,"Person,Business Person,Political Candidate,Elected Representative,Public Official,Lawyer"
1984,149313,Cheryl Tiegs,Super model,"Person,Media Personality"
1984,149314,Carl Lewis,"American track star, wine 10 Olympic medals",Person
1984,149315,Yitzhak Shamir,"Seventh Prime Minister of Israel, serving two terms, 1983–84 and 1986–1992.","Person,Elected Representative,Public Official"
1984,117424,Shimon Peres,Ninth President of Israel,"Person,Elected Representative,Public Official"
1984,149316,Erma Bombeck,Comic writer,"Person,Media Personality"
1984,13284,Dianne Feinstein,US Senator from California,"Person,Elected Representative,Political Candidate"
1984,5295,Alexander M Haig Jr,Chief of Staff for Richard Nixon during impeachment; Secretary of State in Reagan administration,"Person,Business Person,Public Official,Political Candidate"
1984,1232,Martin S Feldstein,Harvard economist; former NBER president; former advisor to Reagan,"Person,Business Person,Academic,Public Official,Public Intellectual"
1984,149317,Konstantin Chernenko,Led the Soviet Union from February 1984 until his death thirteen months later,Person
1984,149318,Yuri Andropov,General Secretary of the Communist Party of the Soviet Union from November 1982 until his death fifteen months later,Person
1984,149319,Phil Mahre,American former champion alpine ski racer,Person
1984,149320,Tamara McKinney,World Cup alpine ski racer from the United States,Person
1983,149392,Hafez al-Assad,"President of Syria from 1971 to 2000, Prime Minister from 1970 to 1971",Person
1983,149393,George Orwell,British novelist,"Person,Media Personality"
1983,149394,Ben Colli,Daredevil,Person
1983,149395,William Patrick Clark Jr,Former Secretary of the Interior; National Security Advisor to President Reagan,"Person,Public Official,Lawyer"
1983,149449,David Bowie,British rock star,"Person,Media Personality"
1983,15045,George Lucas,Billionaire film producer,"Person,Business Person"
1983,149450,Nastassja Kinski,Actress,"Person,Media Personality"
1983,14333,Claude Denson Pepper,US Senator and Representative from Florida,"Person,Elected Representative,Political Candidate"
1983,149452,Franklin C Spinney,American former military analyst for the Pentagon,"Person,Public Official"
1983,116062,Ariel Sharon,11th Prime Minister of Israel 2001-2006,"Person,Elected Representative,Public Official,Lawyer"
1983,149453,Menachem Begin,Founder of Likud and the sixth Prime Minister of Israel,"Person,Elected Representative,Public Official"
1983,149455,Robert Mitchum,Actor,"Person,Media Personality"
1983,149456,James Lawrence Levine,Longtime conductor of the Metropolitan Opera ,"Person,Media Personality"
1982,149391,Miguel de la Madrid,52nd President of Mexico from 1982 to 1988,Person
1982,110630,Paul Newman,Actor,"Person,Media Personality"
1982,149457,John De Lorean,Founder of the DeLorean Motor Company,"Person,Business Person"
1982,149458,John Updike,"Writer, novelist","Person,Media Personality"
1982,90318,James G Watt,Reagan's Secretary of the Interior,"Person,Lobbyist,Public Official,Lawyer"
1982,7817,George P Shultz,Thomas W & Susan B Ford Distinguished Fellow: Hoover Institute – Stanford University; Former United States Secretary of State,"Person,Business Person"
1982,149459,Sylvester Stallone,Actor,"Person,Media Personality"
1982,149460,Gerry Cooney,Professional boxer,"Person,Media Personality"
1982,77298,Giorgio Armani,Billionaire Italian fashion designer,"Person,Business Person"
1982,33274,Paul Volcker,Chairman of the President's Economic Recovery Board (Appointed 11-26-08),"Person,Public Official"
1982,35018,Henry A Kissinger,US Secretary of State 1973-1977,Person
1982,149461,Jaclyn Smith,Actress,"Person,Media Personality"
1982,97447,Joe Montana,,Person
1982,149462,Lech Walesa,Charismatic Polish politician and trade union official,Person
1981,149476,Wojciech Jaruzelski,Last communist leader of Poland (1981 - 1989),Person
1981,149477,Henry Fonda,Actor,"Person,Media Personality"
1981,98675,Audrey Hepburn,Actress,Person
1981,149478,Anwar Sadat,"Third President of Egypt, serving from 1970 until his assassination in 1981.",Person
1981,13830,Jesse Helms,US Senator from North Carolina,"Person,Elected Representative,Political Candidate"
1981,72380,Meryl Streep,Actress,"Person,Media Personality"
1981,149479,James W Rouse,Founder of The Rouse Company,"Person,Business Person"
1981,33534,Caspar Willard Weinberger,Secretary of Defense under Ronald Reagan; pardoned by President George H W Bush for criminal role in Iran-Contra,"Person,Public Official"
1981,33411,Sandra Day O'Connor,United States Supreme Court Justice (Retired),"Person,Public Official,Lawyer"
1981,149480,François Mitterrand,21st President of France (1981-1995),Person
1981,37122,Ed Koch,Mayor of New York from 1978 to 1989,"Person,Elected Representative,Political Candidate,Lawyer"
1981,149481,Billy Martin,Former MLB player and manager,"Person,Media Personality"
1981,8001,Herbert W. Boyer,"One of the founders of Genentech, Inc","Person,Business Person"
1981,149482,Brooke Shields,Actress,"Person,Media Personality"
1980,149487,John Lennon,"Musician, member of the Beatles","Person,Media Personality"
1980,149488,Joan Lunden,TV host,"Person,Media Personality"
1980,149499,Charles Kuralt,CBS News,"Person,Media Personality"
1980,149500,David Hartman,"Actor who became host of ABC's ""Good Morning America""","Person,Media Personality"
1980,33493,Tom Brokaw,"Journalist and former anchor and managing editor of ""NBC Nightly News""","Person,Media Personality"
1980,149501,Willard Scott,Today Show weatherman - NBC,"Person,Media Personality"
1980,149502,Gene Shalit,Critic and television personality,"Person,Media Personality"
1980,90653,Jane Pauley,"TV personality, former host of the ""Today Show""","Person,Media Personality"
1980,149528,Carl Sagan,"Astronomer, astrophysicist, cosmologist, science popularizer and science communicator","Person,Academic"
1980,149529,Paul William Bryant,Bear Bryant - longtime college football coach,Person
1980,127727,Philip Caldwell,First non family member to head the Ford Motor Company,"Person,Business Person"
1980,149530,Thomas Aquinas Murphy,Former CEO of General Motors during the 1970s.,"Person,Business Person"
1980,149531,Larry Hagman,"Actor, star of ""Dallas""","Person,Media Personality"
1980,107294,Billy Carter,,Person
1980,149532,Björn Borg,Professional tennis player,"Person,Media Personality"
1980,149533,Pablo Picasso,20th century artist,"Person,Media Personality"
1980,84322,Edmund Muskie,"US Senator from Maine, 1959-80  Military service: US Navy (1942-45)","Person,Political Candidate,Elected Representative,Public Official,Lawyer"
1980,149534,Thornton Wilson,Former chairman and CEO of Boeing,"Person,Business Person"
1980,149535,Peter Sellers,British comic actor,"Person,Media Personality"
1980,149538,Beth Heiden,American speed skater,"Person,Media Personality"
1980,149539,Eric Heiden,American speed skater,"Person,Media Personality"
1979,149576,Mohammad Reza Pahlavi,Shah of Iran from 1941 until overthrown by the Iranian Revolution in 1979.,Person
1979,149577,The Who,British invasion rock group,Organization
1979,149580,David C Jones,"USAF general, former Chairman of the Joint Chiefs of Staff","Person,Public Official"
1979,149581,José López Portillo,51st President of Mexico (1976 - 1982),Person
1979,149583,Luciano Pavarotti,Opera singer,"Person,Media Personality"
1979,50958,Cyrus Vance,US Secretary of State under Carter; co-founder and former chairman of Public Agenda,Person
1979,84078,John Connally,Governor of Texas. He was riding with JFK in Dallas when the President was assassinated.,"Person,Political Candidate,Elected Representative,Business Person,Public Official,Lawyer"
1979,149586,Ansel Adams,Photographer,"Person,Media Personality"
1979,149587,Diane Lane,Actress,"Person,Media Personality"
1979,149588,Leonid Brezhnev,18-term as Soviet General Secretary (1964-1982) second only to that of Joseph Stalin,Person
1979,133822,Helmut Schmidt,Former Chancellor of West Germany (1974-1982),"Person,Political Candidate"
1979,141281,Russell Baker,Writer,Person
1979,90658,Robin Williams,"Actor, comedian","Person,Media Personality"
1979,149589,Philip Cortelyou Johnson,Architect,"Person,Academic"
1978,149598,Michel C Bergerac,Former CEO of Revlon (1974-1985),"Person,Business Person"
1978,149616,Letitia Baldrige,Jacqueline Kennedy's Social Secretary; became etiquette expert,"Person,Media Personality"
1978,149617,Pat Benedict,Minnesota farmer,"Person,Business Person"
1978,149619,John Paul I,Pope,Person
1978,149626,Mario Puzo,"Writer, author of ""The Godfather""","Person,Media Personality"
1978,149628,Eduardo Francisco Pironio,Roman Catholic Cardinal,Person
1978,149629,Sergio Pignedoli,Italian Cardinal of the Roman Catholic Church,Person
1978,149632,Paolo Bertoli,Roman Catholic Cardinal,Person
1978,149633,Johannes Willebrands,Dutch Cardinal of the Roman Catholic Church,Person
1978,149634,Sebastiano Baggio,"Italian cardinal,  president of the Vatican City",Person
1978,149635,Natan Sharansky,"Jewish Russian, imprisoned for many years as a spy",Person
1978,131573,G William Miller,"G. William Miller & Co., Inc., Washington, D.C.",Person
1978,45949,Warren Beatty,Actor,"Person,Media Personality"
1978,149637,Howard Jarvis,Anti-tax activist responsible for 1978 passage of California's Proposition 13,"Person,Business Person,Lobbyist"
1978,3471,Joseph A Califano Jr,"United States Secretary of Health, Education and Welfare from 1977 to 1979","Person,Business Person"
1978,149638,Steve Cauthen,Former jockey,"Person,Media Personality"
1978,149639,Gelsey Kirkland,American ballerina,"Person,Media Personality"
1978,149640,Saul Steinberg,Cartoonist,"Person,Media Personality"
1978,118270,Muhammad Ali,World championship boxer,"Person,Media Personality"
1978,149641,Pierre Trudeau,15th Prime Minister of Canada (1968 to 1979) and (1980 to 1984),Person
1978,149642,René Lévesque,23rd Premier of Quebec (1976 – 1985); attempted to become independent of Canada,Person
1978,86177,Stansfield Turner,CIA Director under Carter,"Person,Public Official"
1978,69137,W Michael Blumenthal,Secretary of the Treasury under President Jimmy Carter from 1977 to 1979,"Person,Business Person,Academic,Public Official"
1978,13142,Robert Carlyle Byrd,US Representative and Senator from West Virginia,"Person,Elected Representative,Political Candidate"
1978,118260,Clint Eastwood,Actor,"Person,Media Personality"
1978,70058,Burt Reynolds,Actor,"Person,Media Personality"
1977,34470,Dixy Lee Ray,Former Governor of Washington,"Person,Political Candidate,Elected Representative"
1977,149643,John Vorster,Prime Minister of South Africa (1966 - 1978) and fourth State President of South Africa (1978 - 1979),Person
1977,149644,Richard Leakey,"Politician, paleoanthropologist and conservationist",Person
1977,149645,Jürgen Schumann,Captain of Lufthansa Flight ,
